CRID,OfficerID,Allegation,Finding,Outcome,Beat,IncidentDate,StartDate,EndDate,InvestigatorRank,officer_gender,officer_race,officer_appt_date,officer_rank_order,officer_age,witness_gender,witness_race,geo_id,physical_violence,injury,weapon,on_duty,officer_white,witness_white,officer_male,witness_male,officer_cmp_count,incident_year
1080732,25737,Excessive Force / On Duty - Injury,Not Sustained,Unknown,2524.0,2016-05-29,2016-05-29,,,M,White,1993-12-13 00:00:00,1.0,61.0,M,Black,1400000US17031200200,0,1,0,1,1,0,1,1,0,2016
1080732,26403,Excessive Force / On Duty - Injury,Unfounded,Unknown,2524.0,2016-05-29,2016-05-29,,,M,White,2003-04-28 00:00:00,1.0,47.0,M,Black,1400000US17031200200,0,1,0,1,1,0,1,1,0,2016
1080732,29814,Excessive Force / On Duty - Injury,Not Sustained,Unknown,2524.0,2016-05-29,2016-05-29,,,M,White,2000-02-28 00:00:00,1.0,53.0,M,Black,1400000US17031200200,0,1,0,1,1,0,1,1,0,2016
1080819,3045,Excessive Force / On Duty - Injury,Unknown,Unknown,424.0,2016-06-02,2016-06-03,,,M,White,2013-04-01 00:00:00,1.0,41.0,M,White,1400000US17031480500,0,1,0,1,1,1,1,1,0,2016
1080819,2909,Excessive Force / On Duty - Injury,Unknown,Unknown,424.0,2016-06-02,2016-06-03,,,M,Black,2013-02-19 00:00:00,1.0,43.0,M,White,1400000US17031480500,0,1,0,1,0,1,1,1,0,2016
1080865,430,Firearm Discharge With Hits - Handgun,Sustained,Unknown,2534.0,2016-06-06,2016-06-06,2017-08-04,,M,Hispanic,2012-10-05 00:00:00,1.0,42.0,M,Black,1400000US17031230600,0,0,1,0,0,0,1,1,1,2016
1081245,21431,Excessive Force / On Duty - Injury,Unknown,Unknown,1911.0,2016-06-10,2016-07-02,,,M,White,1993-11-22 00:00:00,1.0,57.0,M,White,1400000US17031040600,0,1,0,1,1,1,1,1,0,2016
1080972,24695,Excessive Force / On Duty - Injury,Unknown,60 Day Suspension,1132.0,2016-06-13,2016-06-13,2017-12-28,,M,White,2009-03-09 00:00:00,1.0,40.0,M,,1400000US17031843000,0,1,0,1,1,0,1,1,0,2016
1081025,30992,Excessive Force / On Duty - Injury,Unknown,Unknown,421.0,2016-06-16,2016-06-17,2016-09-08,,M,Black,2005-12-05 00:00:00,1.0,43.0,M,Black,1400000US17031431400,0,1,0,1,0,0,1,1,0,2016
1081034,14453,Unnecessary Physical Contact / Off Duty - No Injury,Sustained,Unknown,512.0,2016-06-16,2016-06-17,2017-11-29,,M,Black,2006-05-22 00:00:00,1.0,54.0,F,,1400000US17031491000,1,0,0,0,0,0,1,0,0,2016
1081058,2022,Excessive Force / On Duty - Injury,Unknown,Unknown,632.0,2016-06-19,2016-06-19,,,M,White,2010-09-01 00:00:00,1.0,36.0,F,,1400000US17031440600,0,1,0,1,1,0,1,0,0,2016
1081082,797,Miscellaneous,Unfounded,Unknown,1834.0,2016-06-19,2016-06-21,2017-08-28,,M,Hispanic,2013-05-01 00:00:00,1.0,39.0,M,Black,1400000US17031081500,0,0,0,0,0,0,1,1,1,2016
1081082,10284,Miscellaneous,Unfounded,Unknown,1834.0,2016-06-19,2016-06-21,2017-08-28,,F,Hispanic,2008-04-28 00:00:00,1.0,40.0,M,Black,1400000US17031081500,0,0,0,0,0,0,0,1,0,2016
1081075,2909,Open Hand Strike (Slap),No Affidavit,Unknown,423.0,2016-06-20,2016-06-21,2016-10-31,,M,Black,2013-02-19 00:00:00,1.0,43.0,M,Black,1400000US17031460700,1,0,0,0,0,0,1,1,1,2016
1081152,7970,Excessive Force / Off Duty - Injury,No Affidavit,Unknown,1934.0,2016-06-24,2016-06-26,2018-06-27,,M,Hispanic,2001-06-25 00:00:00,1.0,44.0,M,White,1400000US17031063400,0,1,0,0,0,1,1,1,0,2016
1081352,1652,Unnecessary Display Of Weapon / On Duty,Unfounded,Unknown,431.0,2016-06-24,2016-07-08,2017-02-02,,F,Hispanic,2013-03-15 00:00:00,1.0,36.0,F,Black,1400000US17031510200,0,0,1,1,0,0,0,0,1,2016
1081140,6957,Miscellaneous,Sustained,2 Day Suspension,1822.0,2016-06-25,2016-06-25,2017-05-01,,F,Black,1995-07-10 00:00:00,1.0,59.0,F,White,1400000US17031842200,0,0,0,0,0,1,0,0,0,2016
1081167,12001,Unnecessary Display Of Weapon / On Duty,Not Sustained,Unknown,922.0,2016-06-27,2016-06-27,2016-12-01,,M,White,2010-04-16 00:00:00,1.0,37.0,M,Hispanic,1400000US17031580502,0,0,1,1,1,0,1,1,0,2016
1081176,8897,Miscellaneous,Unfounded,Unknown,331.0,2016-06-28,2016-06-28,2017-03-03,,M,Hispanic,2012-11-30 00:00:00,1.0,45.0,M,Black,1400000US17031430101,0,0,0,0,0,0,1,1,0,2016
1081176,6717,Miscellaneous,Unfounded,Unknown,331.0,2016-06-28,2016-06-28,2017-03-03,,M,White,2012-10-05 00:00:00,1.0,36.0,M,Black,1400000US17031430101,0,0,0,0,1,0,1,1,0,2016
1081176,9597,Miscellaneous,Unfounded,Unknown,331.0,2016-06-28,2016-06-28,2017-03-03,,M,Hispanic,2012-10-05 00:00:00,1.0,38.0,M,Black,1400000US17031430101,0,0,0,0,0,0,1,1,0,2016
1081183,7701,Excessive Force / On Duty - No Injury,No Affidavit,Unknown,323.0,2016-06-28,2016-06-28,2016-12-29,,F,Black,2013-05-01 00:00:00,1.0,46.0,F,Black,1400000US17031690900,0,0,0,1,0,0,0,0,0,2016
1081204,30197,Unnecessary Physical Contact / Off Duty - No Injury,Unknown,Unknown,3100.0,2016-06-29,2016-06-29,2017-03-31,,M,White,2006-07-31 00:00:00,1.0,42.0,F,Hispanic,,1,0,0,0,1,0,1,0,1,2016
1081209,25281,Excessive Force / On Duty - No Injury,Unknown,Unknown,2233.0,2016-06-30,2016-06-30,2017-03-24,,F,Hispanic,2008-04-28 00:00:00,1.0,44.0,M,Black,1400000US17031491200,0,0,0,1,0,0,0,1,0,2016
1081221,12045,Excessive Force / On Duty - No Injury,No Affidavit,Unknown,1122.0,2016-06-30,2016-06-30,2016-09-08,,M,Hispanic,2013-06-03 00:00:00,1.0,38.0,F,Hispanic,1400000US17031260100,0,0,0,1,0,0,1,0,0,2016
1081221,9574,Excessive Force / On Duty - No Injury,No Affidavit,Unknown,1122.0,2016-06-30,2016-06-30,2016-09-08,,M,Hispanic,2012-07-02 00:00:00,1.0,38.0,F,Hispanic,1400000US17031260100,0,0,0,1,0,0,1,0,1,2016
1081232,24386,Miscellaneous,Sustained,Unknown,2411.0,2016-07-01,2016-07-01,2016-08-31,,M,Hispanic,2006-09-25 00:00:00,1.0,48.0,M,White,1400000US17031020302,0,0,0,0,0,1,1,1,0,2016
1087554,20307,Civil Suits - Third Party,No Affidavit,Unknown,1513.0,2016-07-02,2017-11-17,2018-01-19,,M,White,2013-03-15 00:00:00,1.0,37.0,M,,1400000US17031252000,0,0,0,0,1,0,1,1,0,2016
1087554,22573,Civil Suits - Third Party,No Affidavit,Unknown,1513.0,2016-07-02,2017-11-17,2018-01-19,,M,White,2007-08-27 00:00:00,2.0,41.0,M,,1400000US17031252000,0,0,0,0,1,0,1,1,0,2016
1087554,3456,Civil Suits - Third Party,No Affidavit,Unknown,1513.0,2016-07-02,2017-11-17,2018-01-19,,M,White,2013-03-05 00:00:00,1.0,34.0,M,,1400000US17031252000,0,0,0,0,1,0,1,1,0,2016
1087554,15002,Civil Suits - Third Party,No Affidavit,Unknown,1513.0,2016-07-02,2017-11-17,2018-01-19,,M,White,2013-03-15 00:00:00,1.0,37.0,M,,1400000US17031252000,0,0,0,0,1,0,1,1,0,2016
1087554,27863,Civil Suits - Third Party,No Affidavit,Unknown,1513.0,2016-07-02,2017-11-17,2018-01-19,,M,White,2013-11-04 00:00:00,1.0,40.0,M,,1400000US17031252000,0,0,0,0,1,0,1,1,0,2016
1087554,29580,Civil Suits - Third Party,No Affidavit,Unknown,1513.0,2016-07-02,2017-11-17,2018-01-19,,F,White,2010-09-01 00:00:00,1.0,38.0,M,,1400000US17031252000,0,0,0,0,1,0,0,1,0,2016
1087554,9271,Civil Suits - Third Party,No Affidavit,Unknown,1513.0,2016-07-02,2017-11-17,2018-01-19,,M,White,2007-08-27 00:00:00,1.0,37.0,M,,1400000US17031252000,0,0,0,0,1,0,1,1,0,2016
1081264,26248,Excessive Force / On Duty - Injury,Unknown,Unknown,1023.0,2016-07-04,2016-07-04,,,M,White,2013-12-02 00:00:00,1.0,36.0,F,Hispanic,1400000US17031843300,0,1,0,1,1,0,1,0,0,2016
1081262,21779,Unnecessary Display Of Weapon / Off Duty,No Affidavit,Unknown,1911.0,2016-07-04,2016-07-04,2016-08-10,,M,White,2003-08-25 00:00:00,1.0,42.0,M,White,1400000US17031050300,0,0,1,0,1,1,1,1,0,2016
1081277,17599,No Injury,No Affidavit,Unknown,834.0,2016-07-04,2016-07-04,2016-10-19,,M,Hispanic,2001-03-26 00:00:00,1.0,45.0,F,Hispanic,1400000US17031700200,0,0,0,0,0,0,1,0,0,2016
1081308,4636,Miscellaneous,No Affidavit,Unknown,321.0,2016-07-05,2016-07-05,2016-11-08,,M,White,1992-06-29 00:00:00,2.0,56.0,F,Black,1400000US17031421200,0,0,0,0,1,0,1,0,1,2016
1081363,28585,Excessive Force / On Duty - Injury,Not Sustained,Unknown,111.0,2016-07-07,2016-07-08,2016-10-28,,M,White,1995-07-10 00:00:00,2.0,50.0,F,Black,1400000US17031320100,0,1,0,1,1,0,1,0,0,2016
1085690,2542,Civil Suits - Third Party,No Affidavit,Unknown,131.0,2016-07-09,2017-06-23,,,M,White,2006-09-25 00:00:00,1.0,47.0,M,White,1400000US17031330100,0,0,0,0,1,1,1,1,0,2016
1081377,17863,Miscellaneous,Sustained,Unknown,1623.0,2016-07-09,2016-07-09,2016-08-10,,M,White,1995-08-07 00:00:00,1.0,51.0,M,White,1400000US17031110400,0,0,0,0,1,1,1,1,0,2016
1085690,21502,Civil Suits - Third Party,No Affidavit,Unknown,131.0,2016-07-09,2017-06-23,,,M,White,1999-09-13 00:00:00,1.0,45.0,M,White,1400000US17031330100,0,0,0,0,1,1,1,1,0,2016
1085690,5384,Civil Suits - Third Party,No Affidavit,Unknown,131.0,2016-07-09,2017-06-23,,,M,White,1999-06-21 00:00:00,1.0,45.0,M,White,1400000US17031330100,0,0,0,0,1,1,1,1,0,2016
1085690,18261,Civil Suits - Third Party,No Affidavit,Unknown,131.0,2016-07-09,2017-06-23,,,M,White,1998-12-14 00:00:00,2.0,46.0,M,White,1400000US17031330100,0,0,0,0,1,1,1,1,0,2016
1085690,27341,Civil Suits - Third Party,No Affidavit,Unknown,131.0,2016-07-09,2017-06-23,,,M,White,2006-09-25 00:00:00,1.0,48.0,M,White,1400000US17031330100,0,0,0,0,1,1,1,1,0,2016
1081599,15258,Unnecessary Display Of Weapon / Off Duty,Sustained,Unknown,3100.0,2016-07-09,2016-07-26,,,M,White,2000-09-11 00:00:00,1.0,51.0,M,,,0,0,1,0,1,0,1,1,0,2016
1086419,654,Civil Suits - Third Party,No Affidavit,Unknown,131.0,2016-07-09,2017-08-22,2018-03-26,,M,Black,2001-03-26 00:00:00,1.0,52.0,M,White,1400000US17031330100,0,0,0,0,0,1,1,1,0,2016
1085690,24571,Civil Suits - Third Party,No Affidavit,Unknown,131.0,2016-07-09,2017-06-23,,,M,Hispanic,2005-12-05 00:00:00,1.0,44.0,M,White,1400000US17031330100,0,0,0,0,0,1,1,1,0,2016
1086419,26513,Civil Suits - Third Party,No Affidavit,Unknown,131.0,2016-07-09,2017-08-22,2018-03-26,,M,White,2000-10-10 00:00:00,1.0,50.0,M,White,1400000US17031330100,0,0,0,0,1,1,1,1,0,2016
1083899,12932,Civil Suits - Third Party,No Affidavit,Unknown,3100.0,2016-07-12,2017-01-31,2018-01-31,,M,Hispanic,1998-05-26 00:00:00,1.0,54.0,M,,,0,0,0,0,0,0,1,1,0,2016
1083899,14737,Civil Suits - Third Party,No Affidavit,Unknown,3100.0,2016-07-12,2017-01-31,2018-01-31,,M,White,1998-06-29 00:00:00,1.0,51.0,M,,,0,0,0,0,1,0,1,1,0,2016
1083899,29170,Civil Suits - Third Party,No Affidavit,Unknown,3100.0,2016-07-12,2017-01-31,2018-01-31,,M,White,1996-05-06 00:00:00,1.0,50.0,M,,,0,0,0,0,1,0,1,1,0,2016
1083899,19038,Civil Suits - Third Party,No Affidavit,Unknown,3100.0,2016-07-12,2017-01-31,2018-01-31,,M,White,2002-09-30 00:00:00,1.0,41.0,M,,,0,0,0,0,1,0,1,1,1,2016
1083899,27229,Civil Suits - Third Party,No Affidavit,Unknown,3100.0,2016-07-12,2017-01-31,2018-01-31,,M,White,2002-10-28 00:00:00,1.0,41.0,M,,,0,0,0,0,1,0,1,1,0,2016
1083899,23492,Civil Suits - Third Party,No Affidavit,Unknown,3100.0,2016-07-12,2017-01-31,2018-01-31,,M,White,2000-12-18 00:00:00,3.0,43.0,M,,,0,0,0,0,1,0,1,1,0,2016
1083899,21615,Civil Suits - Third Party,No Affidavit,Unknown,3100.0,2016-07-12,2017-01-31,2018-01-31,,F,Hispanic,1995-07-10 00:00:00,2.0,59.0,M,,,0,0,0,0,0,0,0,1,0,2016
1083899,6582,Civil Suits - Third Party,No Affidavit,Unknown,3100.0,2016-07-12,2017-01-31,2018-01-31,,M,White,1998-06-29 00:00:00,1.0,50.0,M,,,0,0,0,0,1,0,1,1,0,2016
1083899,18092,Civil Suits - Third Party,No Affidavit,Unknown,3100.0,2016-07-12,2017-01-31,2018-01-31,,M,White,1994-05-31 00:00:00,1.0,53.0,M,,,0,0,0,0,1,0,1,1,0,2016
1083899,1471,Civil Suits - Third Party,No Affidavit,Unknown,3100.0,2016-07-12,2017-01-31,2018-01-31,,F,White,2005-12-05 00:00:00,1.0,39.0,M,,,0,0,0,0,1,0,0,1,0,2016
1081570,20274,Unnecessary Physical Contact / On Duty - No Injury,No Affidavit,Unknown,131.0,2016-07-23,2016-07-23,2016-10-31,,M,Hispanic,1999-03-08 00:00:00,1.0,47.0,M,Black,1400000US17031320600,1,0,0,1,0,0,1,1,0,2016
1081570,21502,Unnecessary Physical Contact / On Duty - No Injury,No Affidavit,Unknown,131.0,2016-07-23,2016-07-23,2016-10-31,,M,White,1999-09-13 00:00:00,1.0,45.0,M,Black,1400000US17031320600,1,0,0,1,1,0,1,1,1,2016
1081570,27341,Unnecessary Physical Contact / On Duty - No Injury,No Affidavit,Unknown,131.0,2016-07-23,2016-07-23,2016-10-31,,M,White,2006-09-25 00:00:00,1.0,48.0,M,Black,1400000US17031320600,1,0,0,1,1,0,1,1,1,2016
1081602,27103,Excessive Force / On Duty - Injury,Unknown,Unknown,734.0,2016-07-26,2016-07-26,,,M,White,2001-08-27 00:00:00,1.0,47.0,F,Black,1400000US17031671800,0,1,0,1,1,0,1,0,0,2016
1081602,4978,Excessive Force / On Duty - Injury,No Affidavit,Unknown,734.0,2016-07-26,2016-07-26,,,M,White,2013-05-01 00:00:00,1.0,33.0,F,Black,1400000US17031671800,0,1,0,1,1,0,1,0,0,2016
1088917,20104,Excessive Force / On Duty - Injury,No Affidavit,Unknown,1531.0,2016-07-27,2018-03-28,2018-05-25,,M,White,2003-08-25 00:00:00,1.0,53.0,M,Black,1400000US17031251100,0,1,0,1,1,0,1,1,1,2016
1081626,5332,Excessive Force / On Duty - Injury,Unknown,Unknown,321.0,2016-07-27,2016-07-28,,,M,Black,2000-06-19 00:00:00,1.0,46.0,F,Black,1400000US17031421200,0,1,0,1,0,0,1,0,0,2016
1088917,10480,Excessive Force / On Duty - Injury,No Affidavit,Unknown,1531.0,2016-07-27,2018-03-28,2018-05-25,,M,White,2015-12-14 00:00:00,1.0,33.0,M,Black,1400000US17031251100,0,1,0,1,1,0,1,1,0,2016
1081623,18842,Excessive Force / Off Duty - No Injury,Not Sustained,Unknown,1624.0,2016-07-27,2016-07-27,,,F,White,2003-08-25 00:00:00,1.0,41.0,F,White,1400000US17031150502,0,0,0,0,1,1,0,0,0,2016
1081626,3053,Excessive Force / On Duty - Injury,Unknown,Unknown,321.0,2016-07-27,2016-07-28,,,M,Black,1991-12-02 00:00:00,1.0,62.0,F,Black,1400000US17031421200,0,1,0,1,0,0,1,0,0,2016
1081684,31298,Excessive Force / On Duty - Injury,Unknown,Unknown,512.0,2016-07-28,2016-08-01,,,M,Black,2011-10-17 00:00:00,1.0,49.0,M,Black,1400000US17031490902,0,1,0,1,0,0,1,1,0,2016
1081748,8690,Excessive Force / On Duty - Injury,Exonerated,Unknown,631.0,2016-07-28,2016-08-06,2018-05-16,,M,White,2014-10-27 00:00:00,1.0,32.0,M,Black,1400000US17031440101,0,1,0,1,1,0,1,1,0,2016
1081748,30599,Excessive Force / On Duty - Injury,Exonerated,Unknown,631.0,2016-07-28,2016-08-06,2018-05-16,,M,Black,2006-11-27 00:00:00,1.0,41.0,M,Black,1400000US17031440101,0,1,0,1,0,0,1,1,0,2016
1081657,6561,Firearm Discharge With Hits - Handgun,Sustained,10 Day Suspension,812.0,2016-07-30,2016-07-30,2017-01-25,,F,White,2012-11-30 00:00:00,1.0,35.0,M,Black,1400000US17031640300,0,0,1,0,1,0,0,1,0,2016
1081896,16663,Excessive Force / On Duty - Injury,Unfounded,Unknown,3100.0,2016-07-30,2016-08-18,,,M,Hispanic,2014-08-25 00:00:00,1.0,32.0,F,Black,,0,1,0,1,0,0,1,0,0,2016
1081896,22150,Excessive Force / On Duty - Injury,Unfounded,Unknown,3100.0,2016-07-30,2016-08-18,,,M,Hispanic,2002-10-28 00:00:00,1.0,44.0,F,Black,,0,1,0,1,0,0,1,0,0,2016
1083275,26208,Excessive Force / On Duty - No Injury,No Affidavit,Unknown,1824.0,2016-07-31,2016-12-05,2017-03-15,,M,White,2007-04-30 00:00:00,1.0,38.0,M,Hispanic,1400000US17031080202,0,0,0,1,1,0,1,1,0,2016
1081691,7835,Excessive Force / On Duty - No Injury,Exonerated,Unknown,1824.0,2016-07-31,2016-08-02,,,F,White,2001-12-17 00:00:00,2.0,53.0,M,Black,1400000US17031080100,0,0,0,1,1,0,0,1,0,2016
1081719,4464,Excessive Force / On Duty - Injury,No Affidavit,Unknown,831.0,2016-08-03,2016-08-03,2016-11-08,,M,Hispanic,2006-09-25 00:00:00,1.0,39.0,M,Black,1400000US17031661100,0,1,0,1,0,0,1,1,0,2016
1081730,16508,Push/Pull/Grab,No Affidavit,Unknown,1914.0,2016-08-04,2016-08-05,2016-10-31,,M,Hispanic,2005-01-03 00:00:00,2.0,48.0,F,Black,1400000US17031830700,1,0,0,0,0,0,1,0,0,2016
1082247,14233,Push/Pull/Grab,No Affidavit,Unknown,811.0,2016-08-06,2016-09-14,2016-12-30,,F,White,2001-05-29 00:00:00,1.0,47.0,F,White,1400000US17031640400,1,0,0,0,1,1,0,0,0,2016
1081759,23494,Unnecessary Display Of Weapon / On Duty,No Affidavit,Unknown,513.0,2016-08-07,2016-08-08,2016-11-18,,M,White,2012-07-02 00:00:00,1.0,34.0,F,Black,1400000US17031500200,0,0,1,1,1,0,1,0,1,2016
1081759,8355,Unnecessary Display Of Weapon / On Duty,No Affidavit,Unknown,513.0,2016-08-07,2016-08-08,2016-11-18,,M,White,2012-10-31 00:00:00,1.0,35.0,F,Black,1400000US17031500200,0,0,1,1,1,0,1,0,0,2016
1082090,23067,Excessive Force / On Duty - Injury,No Affidavit,Unknown,1011.0,2016-08-10,2016-09-01,2017-11-06,,M,White,2005-12-05 00:00:00,1.0,39.0,M,Black,1400000US17031838700,0,1,0,1,1,0,1,1,1,2016
1081802,26822,Excessive Force / On Duty - Injury,Unfounded,Unknown,835.0,2016-08-10,2016-08-11,,,F,Black,2007-10-29 00:00:00,1.0,40.0,F,Black,1400000US17031700501,0,1,0,1,0,0,0,0,0,2016
1082090,28383,Excessive Force / On Duty - Injury,No Affidavit,Unknown,1011.0,2016-08-10,2016-09-01,2017-11-06,,M,White,2007-04-02 00:00:00,1.0,37.0,M,Black,1400000US17031838700,0,1,0,1,1,0,1,1,0,2016
1081802,8657,Excessive Force / On Duty - Injury,Unfounded,Unknown,835.0,2016-08-10,2016-08-11,,,M,Black,2005-01-03 00:00:00,1.0,44.0,F,Black,1400000US17031700501,0,1,0,1,0,0,1,0,0,2016
1082059,29273,Impact Weapon - Authorized (Baton / Asp),Sustained,Unknown,633.0,2016-08-12,2016-08-31,2017-03-07,,F,Hispanic,2002-02-25 00:00:00,1.0,52.0,M,White,1400000US17031440800,0,0,1,0,0,1,0,1,0,2016
1082059,16881,Impact Weapon - Authorized (Baton / Asp),Sustained,45 Day Suspension,633.0,2016-08-12,2016-08-31,2017-03-07,,M,Black,2000-12-18 00:00:00,1.0,45.0,M,White,1400000US17031440800,0,0,1,0,0,1,1,1,0,2016
1081841,4668,Unnecessary Display Of Weapon / On Duty,No Affidavit,Unknown,623.0,2016-08-13,2016-08-14,2016-11-15,,M,Hispanic,2007-10-29 00:00:00,1.0,38.0,M,Black,1400000US17031691200,0,0,1,1,0,0,1,1,0,2016
1081841,6860,Unnecessary Display Of Weapon / On Duty,No Affidavit,Unknown,623.0,2016-08-13,2016-08-14,2016-11-15,,M,Hispanic,2010-09-01 00:00:00,1.0,41.0,M,Black,1400000US17031691200,0,0,1,1,0,0,1,1,0,2016
1081847,11701,Excessive Force / On Duty - Injury,Unknown,Unknown,835.0,2016-08-14,2016-08-15,,,M,White,2005-08-29 00:00:00,1.0,52.0,M,Black,1400000US17031700100,0,1,0,1,1,0,1,1,0,2016
1081847,9475,Excessive Force / On Duty - Injury,Unknown,Unknown,835.0,2016-08-14,2016-08-15,,,M,White,2015-02-23 00:00:00,1.0,29.0,M,Black,1400000US17031700100,0,1,0,1,1,0,1,1,0,2016
1081938,26165,Excessive Force / On Duty - Injury,No Affidavit,Unknown,2234.0,2016-08-15,2016-08-21,2017-03-23,,M,White,1997-09-02 00:00:00,1.0,50.0,F,Black,1400000US17031750500,0,1,0,1,1,0,1,0,0,2016
1081938,28404,Excessive Force / On Duty - Injury,No Affidavit,Unknown,2234.0,2016-08-15,2016-08-21,2017-03-23,,M,White,1995-02-06 00:00:00,1.0,54.0,F,Black,1400000US17031750500,0,1,0,1,1,0,1,0,0,2016
1081938,15728,Excessive Force / On Duty - Injury,No Affidavit,Unknown,2234.0,2016-08-15,2016-08-21,2017-03-23,,M,White,1992-12-07 00:00:00,2.0,59.0,F,Black,1400000US17031750500,0,1,0,1,1,0,1,0,1,2016
1081904,17346,Unnecessary Display Of Weapon / On Duty,Exonerated,Unknown,423.0,2016-08-18,2016-08-18,2017-05-05,,M,Hispanic,2010-09-10 00:00:00,1.0,37.0,M,Black,1400000US17031461000,0,0,1,1,0,0,1,1,2,2016
1081904,18872,Unnecessary Display Of Weapon / On Duty,Exonerated,16 Day Suspension,423.0,2016-08-18,2016-08-18,2017-05-05,,M,Hispanic,2001-04-30 00:00:00,1.0,44.0,M,Black,1400000US17031461000,0,0,1,1,0,0,1,1,2,2016
1081922,14657,Miscellaneous,No Affidavit,Unknown,2521.0,2016-08-20,2016-08-20,2018-01-23,,M,White,2006-12-18 00:00:00,1.0,40.0,M,Hispanic,1400000US17031190900,0,0,0,0,1,0,1,1,0,2016
1081940,28329,Open Hand Strike (Slap),No Affidavit,Unknown,531.0,2016-08-21,2016-08-21,2016-11-08,,M,White,2007-06-04 00:00:00,1.0,37.0,M,Black,1400000US17031500300,1,0,0,0,1,0,1,1,0,2016
1081941,20651,Unnecessary Display Of Weapon / Off Duty,Sustained,Unknown,524.0,2016-08-22,2016-08-22,,,M,Black,2004-09-27 00:00:00,1.0,59.0,M,Black,1400000US17031530300,0,0,1,0,0,0,1,1,0,2016
1081972,24719,No Injury,No Affidavit,Unknown,1712.0,2016-08-23,2016-08-24,2017-02-02,,M,White,1986-08-11 00:00:00,1.0,59.0,M,White,1400000US17031140400,0,0,0,0,1,1,1,1,0,2016
1084830,18688,Civil Suits - Third Party,Unfounded,Unknown,1231.0,2016-08-23,2017-04-13,,,M,White,1997-09-02 00:00:00,1.0,59.0,M,,1400000US17031833100,0,0,0,0,1,0,1,1,0,2016
1082089,12529,Miscellaneous,No Affidavit,Unknown,331.0,2016-08-31,2016-09-01,2016-10-31,,M,Black,2007-10-29 00:00:00,1.0,50.0,M,Black,1400000US17031430101,0,0,0,0,0,0,1,1,0,2016
1082193,9559,Miscellaneous,No Affidavit,Unknown,225.0,2016-09-09,2016-09-09,2016-12-13,,M,Hispanic,1997-07-07 00:00:00,1.0,53.0,M,Black,1400000US17031835600,0,0,0,0,0,0,1,1,0,2016
1082193,6315,Miscellaneous,No Affidavit,Unknown,225.0,2016-09-09,2016-09-09,2016-12-13,,M,Black,1987-04-13 00:00:00,1.0,60.0,M,Black,1400000US17031835600,0,0,0,0,0,0,1,1,0,2016
1082353,28768,Excessive Force / On Duty - Injury,Unfounded,Unknown,823.0,2016-09-15,2016-09-22,,,M,Hispanic,1999-10-04 00:00:00,1.0,47.0,F,Hispanic,1400000US17031660400,0,1,0,1,0,0,1,0,0,2016
1082353,8899,Excessive Force / On Duty - Injury,Not Sustained,Unknown,823.0,2016-09-15,2016-09-22,,,F,Hispanic,2001-10-29 00:00:00,1.0,54.0,F,Hispanic,1400000US17031660400,0,1,0,1,0,0,0,0,0,2016
1083292,9472,Push/Pull/Grab,No Affidavit,Unknown,531.0,2016-09-15,2016-12-07,2017-05-10,,M,Hispanic,2003-08-25 00:00:00,1.0,50.0,F,Black,1400000US17031491400,1,0,0,0,0,0,1,0,0,2016
1083292,19519,Push/Pull/Grab,No Affidavit,Unknown,531.0,2016-09-15,2016-12-07,2017-05-10,,M,Black,2003-08-25 00:00:00,1.0,43.0,F,Black,1400000US17031491400,1,0,0,0,0,0,1,0,0,2016
1082440,4149,Push/Pull/Grab,Unfounded,Unknown,1022.0,2016-09-17,2016-09-28,2017-11-08,,M,White,1994-08-01 00:00:00,3.0,53.0,F,White,1400000US17031843100,1,0,0,0,1,1,1,0,0,2016
1082350,21766,Kicked,No Affidavit,Unknown,713.0,2016-09-18,2016-09-22,2017-03-30,,M,White,2013-04-01 00:00:00,1.0,33.0,M,Black,1400000US17031670100,1,0,0,0,1,0,1,1,1,2016
1082350,19305,Kicked,No Affidavit,Unknown,713.0,2016-09-18,2016-09-22,2017-03-30,,M,Hispanic,2013-07-15 00:00:00,1.0,41.0,M,Black,1400000US17031670100,1,0,0,0,0,0,1,1,1,2016
1082317,19485,Excessive Force / On Duty - Injury,Unfounded,Unknown,1224.0,2016-09-20,2016-09-20,2017-12-15,,F,Black,1998-10-13 00:00:00,1.0,51.0,F,Black,1400000US17031833000,0,1,0,1,0,0,0,0,0,2016
1082324,26013,Miscellaneous,No Affidavit,Unknown,1532.0,2016-09-20,2016-09-20,2016-11-15,,F,Hispanic,2013-05-01 00:00:00,1.0,38.0,M,Black,1400000US17031251800,0,0,0,0,0,0,0,1,0,2016
1082330,29236,Excessive Force / On Duty - Injury,Unknown,30 Day Suspension,2533.0,2016-09-20,2016-09-21,2018-01-31,,M,Hispanic,1998-02-17 00:00:00,2.0,55.0,M,White,1400000US17031230500,0,1,0,1,0,1,1,1,0,2016
1082330,14553,Excessive Force / On Duty - Injury,Exonerated,Unknown,2533.0,2016-09-20,2016-09-21,2018-01-31,,M,Asian/Pacific,2007-09-24 00:00:00,1.0,48.0,M,White,1400000US17031230500,0,1,0,1,0,1,1,1,0,2016
1086020,4524,Excessive Force / On Duty - Injury,Unfounded,Unknown,225.0,2016-09-23,2017-07-24,2018-01-31,,F,Black,1992-01-02 00:00:00,1.0,59.0,F,White,1400000US17031835600,0,1,0,1,0,1,0,0,1,2016
